# t = 0.004
# 1:pos.x 2:pos.y 3:pos.z 4:n.x 5:n.y 6:n.z 7:area 8:cellWidthNormalToSurface 9:outsign 10:p 11:rho 12:T 13:velx 14:vely 15:velz 16:mu 17:a 18:Re 19:y+ 20:tau_wall_x 21:tau_wall_y 22:tau_wall_z 23:q_total 24:q_cond 25:q_diff
-3.1224208716567101e-02 2.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00 0.0000000000000000e+00 2.6573794652397508e-05 1.6165219884584775e-03 1 5.5745653645542770e+03 7.2621987448452316e-04 1.1535194194748845e+04 4.7717876626942998e+03 3.5527136788005009e-15 0.0000000000000000e+00 9.2875531132961364e-05 3.2938748874751636e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
-2.9895518983947225e-02 2.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00 0.0000000000000000e+00 2.6573794652397580e-05 1.6107959422475614e-03 1 5.5949942162008883e+03 7.2849420350543060e-04 1.1544298838031098e+04 4.7754969361676358e+03 -1.7763568394002505e-15 0.0000000000000000e+00 9.2875531132961364e-05 3.2945155645637728e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
-2.8566829251327346e-02 2.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00 0.0000000000000000e+00 2.6573794652397508e-05 1.6021920004535841e-03 1 5.6434787112621916e+03 7.3425095088839481e-04 1.1553150560245018e+04 4.7734792203404086e+03 0.0000000000000000e+00 0.0000000000000000e+00 9.2875531132961364e-05 3.2955850332941200e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
-2.7238139518707471e-02 2.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00 0.0000000000000000e+00 2.6573794652397508e-05 1.5907095661540705e-03 1 5.6767643721128234e+03 7.3879636651645337e-04 1.1551217347493164e+04 4.7780773548766065e+03 -3.5527136788005009e-15 0.0000000000000000e+00 9.2875531132961364e-05 3.2951206432784288e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
-2.5909449786087592e-02 2.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00 0.0000000000000000e+00 2.6573794652397580e-05 1.5758764733150819e-03 1 5.6639280721289297e+03 7.3792100279816654e-04 1.1542082585412867e+04 4.7904055419012348e+03 0.0000000000000000e+00 0.0000000000000000e+00 9.2875531132961364e-05 3.2934713992244024e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
-2.4580760053467716e-02 2.0000000000000004e-02 0.0000000000000000e+00 2.6111791690545014e-15 -1.0000000000000000e+00 0.0000000000000000e+00 2.6573794652397515e-05 1.5595248293381716e-03 1 5.6295219584671777e+03 7.3474129331346208e-04 1.1527381063102128e+04 4.8119163573800670e+03 1.2564727036590284e-11 0.0000000000000000e+00 9.2875531132961364e-05 3.2907442620128345e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
-4.5839795775385744e-02 2.0000000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00 0.0000000000000000e+00 2.6573794652397508e-05 1.4950116059949197e-03 1 5.4640352423295017e+03 7.0760376324421610e-04 1.1569225680269441e+04 4.6638983316334998e+03 2.2204460492503131e-16 0.0000000000000000e+00 9.2875531132961364e-05 3.3033290570720205e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
-4.4511106042765869e-02 1.9999999999999997e-02 0.0000000000000000e+00 -2.6111791690544880e-15 -1.0000000000000000e+00 0.0000000000000000e+00 2.6573794652397644e-05 1.5193693460927400e-03 1 5.4255234258359960e+03 7.0343521139912919e-04 1.1560577987787372e+04 4.6877729657452619e+03 -1.2235545909788925e-11 0.0000000000000000e+00 9.2875531132961364e-05 3.3015320289936444e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
-4.3182416310145993e-02 1.9999999999999997e-02 0.0000000000000000e+00 2.6111791690545152e-15 -1.0000000000000000e+00 0.0000000000000000e+00 2.6573794652397366e-05 1.5412225785743883e-03 1 5.5219809009988458e+03 7.1368498242079415e-04 1.1591147325414706e+04 4.6629190815955581e+03 1.2156275985830689e-11 0.0000000000000000e+00 9.2875531132961364e-05 3.3062503613387112e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
-4.1853726577526118e-02 2.0000000000000004e-02 0.0000000000000000e+00 2.6111791690545014e-15 -1.0000000000000000e+00 0.0000000000000000e+00 2.6573794652397515e-05 1.5605038998009661e-03 1 5.5699998714083904e+03 7.2049659171092347e-04 1.1582215967132886e+04 4.6667271159704569e+03 1.2175010999371239e-11 0.0000000000000000e+00 9.2875531132961364e-05 3.3050645113411779e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
